,PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,PC-9,PC-10,PC-11,PC-12,PC-13,PC-14,PC-15,PC-16,PC-17,PC-18,PC-19,PC-20,Year,Round,School
0,44.4880133701115,13.451982845436305,17.21530320611067,15.516060907965759,-1.3920002032379588,10.322119903359866,-0.8337047091657661,5.51297141706357,9.93228929522454,0.3064036486521452,-0.5276436720682514,-0.7293986533987271,2.071459644678537,-1.952358482814806,1.2653085131533421,2.922807516664653,-0.5248718943729171,1.0212955589694137,-0.7081341633238578,-0.5196832696938238,1,0,Duke
1,2.1415483994838813,-8.058277121138095,5.556478127933511,-10.172859038519139,9.089617830838701,1.1210693310024693,7.020398682659049,1.2946422839089955,5.61395933022961,1.2309272974335632,-2.2475398355830407,2.112231578257147,-3.7631804291527162,-1.2557551217645995,-2.2006406521773583,-0.754523304800885,0.18398144972222474,1.1425438262136247,-1.45162790692348,0.07495743525098976,4,0,Connecticut
2,22.148219961400827,3.8588477158125496,-4.30811809423126,2.385105100268654,-7.294074819354039,-3.227119360105622,-2.0248278748807493,-1.6421303216625018,1.6845553147503702,-0.7478417608106416,-0.06277627016528964,0.8997589030492515,1.2774268128111683,-0.42207985465496917,-0.25357693125193426,0.5852036052727134,0.35058621633805354,-1.001075679515817,-1.6806529302628197,1.6650781907755423,10,0,Duke
3,8.911109852030219,-11.482864540688798,9.480825497251852,-10.883554894216505,-1.2707690391449495,1.0092182666931826,2.3713931950988245,-1.3518865828412996,-4.145125690046721,-2.9181491025018205,-4.985576421299909,0.620996864997134,2.9596642428621576,0.48558046181227676,-1.0877912790846225,-2.2930068512057638,1.356170257394202,1.099706055440811,-1.668531686429078,0.7674531675641897,0,0,Michigan State
4,28.24247055870155,5.259683274128943,10.714156984822646,3.375753016581747,-5.324363444739323,-6.114988909280193,6.478768352317981,-4.972678804690217,2.2942156493463526,-2.136308546120861,1.8537431783872833,3.300895727591863,-0.9489472463594413,1.349417197083735,2.0376046309851814,2.970757480648942,-3.3315287276294363,-3.1341632722208432,-2.3388822695566063,-0.1789707296321872,6,0,Florida
5,-7.577384251422092,0.9926048654428821,-5.841317043203814,-6.7342101662845995,0.395866538375224,-7.344773885621629,4.82690431293471,-1.157984103414183,2.1356729395381926,2.4038035756401763,0.967540938697135,-2.4881188351048165,-2.219183438351267,-0.13701901753929702,0.41006187474963895,-0.03259227573161305,-1.7333915428409443,-1.57109565065685,0.12761160289844764,-0.772494250703501,12,0,Kentucky
6,-13.701321881234328,7.356453657432632,-4.6984742175701415,-8.625849428006688,3.254054063605194,-1.3803383285766437,5.137358142730342,3.7541677647711174,3.2943920442459427,0.8060648543580167,1.7355176991415198,-0.2321575156540428,0.1250777795535215,-2.431302672530135,0.9323686443554238,1.1629778234584978,0.1942001861483622,0.6531044005777875,-0.7540033129502269,0.6795830373574763,11,0,Connecticut
7,-4.546799830761823,24.083685727711234,2.825838384178281,-6.195112697447925,12.655537308016935,-5.859492339223813,-0.04132019373215168,3.001761246088373,-2.88244081726683,-1.447621209112464,-0.19477351445281377,1.206018557259306,0.8748029821967558,-2.7861424187976858,-0.7183840549795222,4.031616453265221,0.2624550367196019,-1.358158315992811,1.360417025941104,-1.9971867772940217,9,0,North Carolina
8,1.7603907781860444,-3.9812542992929174,0.517897270158721,-1.358530120386869,5.597929200529268,8.595340377647565,-1.8269187339144346,3.662156126368449,-2.1628417539904348,-2.762668206181699,3.1723325418650994,2.4861121280562863,-5.384419603554004,1.6261160016583047,-0.6768906079488188,1.8678745679310538,-1.0210244123276164,-1.2276315546320302,-0.5383086423283145,-1.5482342554648625,5,0,North Carolina
9,-5.7936665677736165,-8.83703585554001,-0.35809660850729824,-9.922059144176206,4.646541573743685,1.4575177171497562,0.1698038134588784,5.436288055038801,0.7209951972203501,0.00959099051159329,1.1071685792674595,0.8552023786761626,0.0188503659593815,-0.223254423329866,1.898931511884446,-1.1682749799771173,-0.2338492789288642,2.5284232117210292,3.1798303143697204,1.2466197411541171,3,0,Syracuse
10,8.463806638550384,14.992580386200991,-9.443252118230014,4.83563050769505,-3.669836340237884,4.7267328468175585,1.347468477301156,-3.5998961149831095,5.069993533928726,-1.035703843298212,-1.1775626359408862,1.3184288163180704,-1.5529538930931654,-1.926383681778493,0.6237272646088166,0.13164005625435737,-3.1293264415757625,0.3070180483274132,1.686582291679401,2.0386608463836264,15,0,Duke
11,25.036174602782722,2.986973526595284,-7.955213452854941,9.375823822532016,3.3569981336042476,0.3442284531338886,-1.7844933702755255,3.4015965779681583,2.79183722054824,-3.2398025183069037,0.6878787061778807,-4.216726062940856,3.4558503782325163,0.4147690491829733,2.6401276549849664,-3.7614261549523107,-2.3361449277952353,-0.4508436394935168,0.992916781026236,-1.6594210416968667,13,0,Louisville
12,12.593681859523095,-2.2697317697075894,-1.6052159561535209,-2.8918747780030696,-2.863047834197908,-5.762886278267507,-1.8786412529030265,-2.924075725189603,-3.2720134256944737,0.6400229831975839,1.8670236381475918,0.1519517837166552,-1.3137761208695526,3.015732976749468,-2.8276168713277197,0.575493032894558,-1.634952648883845,-0.24627186589741623,-0.19006261649349354,-0.09878799654907378,8,0,Kansas
